soft_name,missing,TP,FN,FP,TN,optimal_th,Accuracy,precision,NPV,Sensitivity,Specificity,F1,MCC
SPIDEX_zscore_abs+spliceAI,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+Trap,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+SCAP,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
MMsplicing_abs+SPIDEX_dpsi_abs,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
MMsplicing_abs+spliceAI,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
MMsplicing_abs+Trap,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
MMsplicing_abs+SCAP,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
MMsplicing_abs+MLCsplice,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
MMsplicing_abs+pangolin,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
MMsplicing_abs+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
SPIDEX_dpsi_abs+spliceAI,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
SPIDEX_dpsi_abs+Trap,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_dpsi_abs+SCAP,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
SPIDEX_dpsi_abs+MLCsplice,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
SPIDEX_dpsi_abs+pangolin,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
SPIDEX_dpsi_abs+squirls,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
spliceAI+Trap,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
spliceAI+SCAP,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
spliceAI+MLCsplice,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
spliceAI+pangolin,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
spliceAI+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
Trap+SCAP,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
Trap+MLCsplice,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
Trap+pangolin,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
Trap+squirls,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
SCAP+MLCsplice,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
SCAP+pangolin,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
SCAP+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
MLCsplice+pangolin,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
MLCsplice+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
pangolin+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+RegSNPs+SPIDEX_zscore_abs,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+RegSNPs+MMsplicing_abs,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+RegSNPs+SPIDEX_dpsi_abs,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+RegSNPs+spliceAI,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+RegSNPs+Trap,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
CADD_splice+RegSNPs+SCAP,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+RegSNPs+MLCsplice,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+RegSNPs+pangolin,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+RegSNPs+squirls,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+SPIDEX_zscore_abs+MMsplicing_abs,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_zscore_abs+SPIDEX_dpsi_abs,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_zscore_abs+spliceAI,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_zscore_abs+Trap,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
CADD_splice+SPIDEX_zscore_abs+SCAP,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_zscore_abs+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_zscore_abs+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_zscore_abs+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+MMsplicing_abs+SPIDEX_dpsi_abs,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+MMsplicing_abs+spliceAI,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+MMsplicing_abs+Trap,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
CADD_splice+MMsplicing_abs+SCAP,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+MMsplicing_abs+MLCsplice,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+MMsplicing_abs+pangolin,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+MMsplicing_abs+squirls,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+SPIDEX_dpsi_abs+spliceAI,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+SPIDEX_dpsi_abs+Trap,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
CADD_splice+SPIDEX_dpsi_abs+SCAP,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+SPIDEX_dpsi_abs+MLCsplice,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+SPIDEX_dpsi_abs+pangolin,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+SPIDEX_dpsi_abs+squirls,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
CADD_splice+spliceAI+Trap,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
CADD_splice+spliceAI+SCAP,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+spliceAI+MLCsplice,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+spliceAI+pangolin,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+spliceAI+squirls,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+Trap+SCAP,0,1.000000,0.000000,4.000000,11.000000,1.0000,0.7500,0.2000,1.0000,1.0000,0.7333,0.3333,0.3830
CADD_splice+Trap+MLCsplice,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
CADD_splice+Trap+pangolin,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
CADD_splice+Trap+squirls,0,1.000000,0.000000,4.000000,11.000000,1.0000,0.7500,0.2000,1.0000,1.0000,0.7333,0.3333,0.3830
CADD_splice+SCAP+MLCsplice,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+SCAP+pangolin,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+SCAP+squirls,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+MLCsplice+pangolin,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
CADD_splice+MLCsplice+squirls,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
CADD_splice+pangolin+squirls,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
RegSNPs+SPIDEX_zscore_abs+MMsplicing_abs,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_zscore_abs+SPIDEX_dpsi_abs,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_zscore_abs+spliceAI,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_zscore_abs+Trap,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
RegSNPs+SPIDEX_zscore_abs+SCAP,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_zscore_abs+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_zscore_abs+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_zscore_abs+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+MMsplicing_abs+SPIDEX_dpsi_abs,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
RegSNPs+MMsplicing_abs+spliceAI,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
RegSNPs+MMsplicing_abs+Trap,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
RegSNPs+MMsplicing_abs+SCAP,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+MMsplicing_abs+MLCsplice,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
RegSNPs+MMsplicing_abs+pangolin,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
RegSNPs+MMsplicing_abs+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+SPIDEX_dpsi_abs+spliceAI,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
RegSNPs+SPIDEX_dpsi_abs+Trap,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
RegSNPs+SPIDEX_dpsi_abs+SCAP,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
RegSNPs+SPIDEX_dpsi_abs+MLCsplice,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
RegSNPs+SPIDEX_dpsi_abs+pangolin,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
RegSNPs+SPIDEX_dpsi_abs+squirls,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
RegSNPs+spliceAI+Trap,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
RegSNPs+spliceAI+SCAP,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+spliceAI+MLCsplice,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
RegSNPs+spliceAI+pangolin,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
RegSNPs+spliceAI+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+Trap+SCAP,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
RegSNPs+Trap+MLCsplice,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
RegSNPs+Trap+pangolin,0,1.000000,0.000000,2.000000,13.000000,1.0000,0.8750,0.3333,1.0000,1.0000,0.8667,0.5000,0.5375
RegSNPs+Trap+squirls,0,1.000000,0.000000,3.000000,12.000000,1.0000,0.8125,0.2500,1.0000,1.0000,0.8000,0.4000,0.4472
RegSNPs+SCAP+MLCsplice,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+SCAP+pangolin,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+SCAP+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+MLCsplice+pangolin,0,1.000000,0.000000,0.000000,15.000000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
RegSNPs+MLCsplice+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
RegSNPs+pangolin+squirls,0,1.000000,0.000000,1.000000,14.000000,1.0000,0.9375,0.5000,1.0000,1.0000,0.9333,0.6667,0.6831
SPIDEX_zscore_abs+MMsplicing_abs+SPIDEX_dpsi_abs,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MMsplicing_abs+spliceAI,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MMsplicing_abs+Trap,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+MMsplicing_abs+SCAP,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MMsplicing_abs+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MMsplicing_abs+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MMsplicing_abs+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SPIDEX_dpsi_abs+spliceAI,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SPIDEX_dpsi_abs+Trap,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+SPIDEX_dpsi_abs+SCAP,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SPIDEX_dpsi_abs+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SPIDEX_dpsi_abs+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SPIDEX_dpsi_abs+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+spliceAI+Trap,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+spliceAI+SCAP,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+spliceAI+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+spliceAI+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+spliceAI+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+Trap+SCAP,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+Trap+MLCsplice,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+Trap+pangolin,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+Trap+squirls,0,1.000000,0.000000,10.000000,5.000000,1.0000,0.3750,0.0909,1.0000,1.0000,0.3333,0.1667,0.1741
SPIDEX_zscore_abs+SCAP+MLCsplice,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SCAP+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+SCAP+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MLCsplice+pangolin,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+MLCsplice+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
SPIDEX_zscore_abs+pangolin+squirls,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
MMsplicing_abs+SPIDEX_dpsi_abs+spliceAI,0,1.000000,0.000000,8.000000,7.000000,1.0000,0.5000,0.1111,1.0000,1.0000,0.4667,0.2000,0.2277
MMsplicing_abs+SPIDEX_dpsi_abs+Trap,0,1.000000,0.000000,9.000000,6.000000,1.0000,0.4375,0.1000,1.0000,1.0000,0.4000,0.1818,0.2000
